Timestamp,Container,CPU%,MemUsage(MB),MemLimit(MB),Mem%
2026-02-22T14:38:07.134Z,bank-api-db,84.26,227.00,6144.00,3.7
2026-02-22T14:38:08.149Z,api-bank-app-2,77.94,78.31,1024.00,7.65
2026-02-22T14:38:08.149Z,api-bank-app-1,97.85,78.96,1024.00,7.71
2026-02-22T14:38:08.149Z,bank-api-pgbouncer,22.6,1.94,512.00,0.38
2026-02-22T14:38:08.149Z,bank-api-db,81.19,227.10,6144.00,3.7
2026-02-22T14:38:09.189Z,api-bank-app-2,93.86,78.24,1024.00,7.64
2026-02-22T14:38:09.189Z,api-bank-app-1,88.09,78.88,1024.00,7.7
2026-02-22T14:38:09.189Z,bank-api-pgbouncer,23.66,2.18,512.00,0.43
2026-02-22T14:38:09.189Z,bank-api-db,82.82,227.30,6144.00,3.7
2026-02-22T14:38:10.224Z,api-bank-app-2,71.12,78.29,1024.00,7.65
2026-02-22T14:38:10.224Z,api-bank-app-1,97.54,78.84,1024.00,7.7
2026-02-22T14:38:10.224Z,bank-api-pgbouncer,20.49,1.94,512.00,0.38
2026-02-22T14:38:10.224Z,bank-api-db,72.62,226.80,6144.00,3.69
2026-02-22T14:38:11.226Z,api-bank-app-2,86.24,78.28,1024.00,7.64
2026-02-22T14:38:11.226Z,api-bank-app-1,87.78,78.80,1024.00,7.7
2026-02-22T14:38:11.226Z,bank-api-pgbouncer,22.51,1.92,512.00,0.38
2026-02-22T14:38:11.226Z,bank-api-db,80.69,227.30,6144.00,3.7
2026-02-22T14:38:12.250Z,api-bank-app-2,88.51,78.62,1024.00,7.68
2026-02-22T14:38:12.250Z,api-bank-app-1,63.89,78.88,1024.00,7.7
2026-02-22T14:38:12.250Z,bank-api-pgbouncer,20.32,1.93,512.00,0.38
2026-02-22T14:38:12.250Z,bank-api-db,70.7,227.40,6144.00,3.7
2026-02-22T14:38:13.284Z,api-bank-app-2,94.64,78.57,1024.00,7.67
2026-02-22T14:38:13.284Z,api-bank-app-1,92.14,78.95,1024.00,7.71
2026-02-22T14:38:13.284Z,bank-api-pgbouncer,24.61,1.94,512.00,0.38
2026-02-22T14:38:13.284Z,bank-api-db,85.58,227.80,6144.00,3.71
2026-02-22T14:38:14.331Z,api-bank-app-2,82.26,78.86,1024.00,7.7
2026-02-22T14:38:14.331Z,api-bank-app-1,87.55,78.87,1024.00,7.7
2026-02-22T14:38:14.331Z,bank-api-pgbouncer,22.55,1.91,512.00,0.37
2026-02-22T14:38:14.331Z,bank-api-db,79.61,228.40,6144.00,3.72
2026-02-22T14:38:15.322Z,api-bank-app-2,99.71,78.89,1024.00,7.7
2026-02-22T14:38:15.322Z,api-bank-app-1,76.86,78.86,1024.00,7.7
2026-02-22T14:38:15.322Z,bank-api-pgbouncer,22.17,1.92,512.00,0.38
2026-02-22T14:38:15.322Z,bank-api-db,78.97,228.00,6144.00,3.71
2026-02-22T14:38:16.354Z,api-bank-app-2,91.32,78.89,1024.00,7.7
2026-02-22T14:38:16.354Z,api-bank-app-1,87.56,79.15,1024.00,7.73
2026-02-22T14:38:16.354Z,bank-api-pgbouncer,22.61,1.92,512.00,0.38
2026-02-22T14:38:16.354Z,bank-api-db,80.26,227.90,6144.00,3.71
2026-02-22T14:38:17.373Z,api-bank-app-2,71.45,79.26,1024.00,7.74
2026-02-22T14:38:17.373Z,api-bank-app-1,92.35,78.66,1024.00,7.68
2026-02-22T14:38:17.373Z,bank-api-pgbouncer,21.64,1.92,512.00,0.38
2026-02-22T14:38:17.373Z,bank-api-db,76.44,228.20,6144.00,3.71
2026-02-22T14:38:18.434Z,api-bank-app-2,83.62,78.89,1024.00,7.7
2026-02-22T14:38:18.434Z,api-bank-app-1,86.07,78.88,1024.00,7.7
2026-02-22T14:38:18.434Z,bank-api-pgbouncer,21.91,1.92,512.00,0.38
2026-02-22T14:38:18.434Z,bank-api-db,74.26,227.90,6144.00,3.71
2026-02-22T14:38:19.410Z,api-bank-app-2,78.13,78.77,1024.00,7.69
2026-02-22T14:38:19.410Z,api-bank-app-1,89.4,78.73,1024.00,7.69
2026-02-22T14:38:19.410Z,bank-api-pgbouncer,21.33,2.15,512.00,0.42
2026-02-22T14:38:19.410Z,bank-api-db,76.2,227.90,6144.00,3.71
2026-02-22T14:38:20.460Z,api-bank-app-2,97.86,78.95,1024.00,7.71
2026-02-22T14:38:20.460Z,api-bank-app-1,72.74,79.23,1024.00,7.74
2026-02-22T14:38:20.460Z,bank-api-pgbouncer,23.33,1.91,512.00,0.37
2026-02-22T14:38:20.460Z,bank-api-db,78.95,227.60,6144.00,3.7
2026-02-22T14:38:21.474Z,api-bank-app-2,83.43,78.82,1024.00,7.7
2026-02-22T14:38:21.474Z,api-bank-app-1,98,78.75,1024.00,7.69
2026-02-22T14:38:21.474Z,bank-api-pgbouncer,22.84,1.93,512.00,0.38
2026-02-22T14:38:21.474Z,bank-api-db,80.41,228.10,6144.00,3.71
2026-02-22T14:38:22.506Z,api-bank-app-2,85.94,79.92,1024.00,7.8
2026-02-22T14:38:22.506Z,api-bank-app-1,97.41,78.93,1024.00,7.71
2026-02-22T14:38:22.506Z,bank-api-pgbouncer,22.64,1.93,512.00,0.38
2026-02-22T14:38:22.506Z,bank-api-db,83.58,228.20,6144.00,3.71
2026-02-22T14:38:23.516Z,api-bank-app-2,91.16,78.91,1024.00,7.71
2026-02-22T14:38:23.516Z,api-bank-app-1,98.77,78.89,1024.00,7.7
2026-02-22T14:38:23.516Z,bank-api-pgbouncer,22.18,1.94,512.00,0.38
2026-02-22T14:38:23.516Z,bank-api-db,82.42,228.50,6144.00,3.72
2026-02-22T14:38:24.582Z,api-bank-app-2,87.28,78.95,1024.00,7.71
2026-02-22T14:38:24.582Z,api-bank-app-1,78.75,78.93,1024.00,7.71
2026-02-22T14:38:24.582Z,bank-api-pgbouncer,20.02,1.93,512.00,0.38
2026-02-22T14:38:24.582Z,bank-api-db,67.74,228.10,6144.00,3.71
2026-02-22T14:38:25.804Z,api-bank-app-2,76.4,78.91,1024.00,7.71
2026-02-22T14:38:25.804Z,api-bank-app-1,81.68,78.96,1024.00,7.71
2026-02-22T14:38:25.804Z,bank-api-pgbouncer,17.95,1.91,512.00,0.37
2026-02-22T14:38:25.804Z,bank-api-db,55.22,228.60,6144.00,3.72
2026-02-22T14:38:26.669Z,api-bank-app-2,99.02,79.21,1024.00,7.74
2026-02-22T14:38:26.669Z,api-bank-app-1,93.44,78.80,1024.00,7.7
2026-02-22T14:38:26.669Z,bank-api-pgbouncer,29.57,1.91,512.00,0.37
2026-02-22T14:38:26.669Z,bank-api-db,68.82,228.10,6144.00,3.71
2026-02-22T14:38:27.722Z,api-bank-app-2,88.17,79.51,1024.00,7.76
2026-02-22T14:38:27.722Z,api-bank-app-1,89.26,78.98,1024.00,7.71
2026-02-22T14:38:27.722Z,bank-api-pgbouncer,24.43,1.91,512.00,0.37
2026-02-22T14:38:27.722Z,bank-api-db,62.95,227.90,6144.00,3.71
2026-02-22T14:38:28.859Z,api-bank-app-2,71.85,78.86,1024.00,7.7
2026-02-22T14:38:28.859Z,api-bank-app-1,96.26,79.24,1024.00,7.74
2026-02-22T14:38:28.859Z,bank-api-pgbouncer,20.8,2.17,512.00,0.42
2026-02-22T14:38:28.859Z,bank-api-db,67.12,228.50,6144.00,3.72
2026-02-22T14:38:29.776Z,api-bank-app-2,99.78,79.20,1024.00,7.73
2026-02-22T14:38:29.776Z,api-bank-app-1,94.8,78.78,1024.00,7.69
2026-02-22T14:38:29.776Z,bank-api-pgbouncer,25.25,1.91,512.00,0.37
2026-02-22T14:38:29.776Z,bank-api-db,87.8,228.50,6144.00,3.72
2026-02-22T14:38:30.989Z,api-bank-app-2,96.45,79.00,1024.00,7.71
2026-02-22T14:38:30.989Z,api-bank-app-1,73.18,80.21,1024.00,7.83
2026-02-22T14:38:30.989Z,bank-api-pgbouncer,21.56,1.91,512.00,0.37
2026-02-22T14:38:30.989Z,bank-api-db,72.63,228.50,6144.00,3.72
2026-02-22T14:38:31.955Z,api-bank-app-2,86.87,78.73,1024.00,7.69
2026-02-22T14:38:31.955Z,api-bank-app-1,94.71,80.22,1024.00,7.83
2026-02-22T14:38:31.955Z,bank-api-pgbouncer,25.86,1.91,512.00,0.37
2026-02-22T14:38:31.955Z,bank-api-db,76.1,228.40,6144.00,3.72
2026-02-22T14:38:32.859Z,api-bank-app-2,63.19,78.90,1024.00,7.71
2026-02-22T14:38:32.859Z,api-bank-app-1,99.51,79.00,1024.00,7.71
2026-02-22T14:38:32.859Z,bank-api-pgbouncer,23.77,2.16,512.00,0.42
2026-02-22T14:38:32.859Z,bank-api-db,67.24,228.80,6144.00,3.72
2026-02-22T14:38:33.902Z,api-bank-app-2,80.55,79.00,1024.00,7.71
2026-02-22T14:38:33.902Z,api-bank-app-1,84.01,79.05,1024.00,7.72
2026-02-22T14:38:33.902Z,bank-api-pgbouncer,20.01,1.92,512.00,0.37
2026-02-22T14:38:33.902Z,bank-api-db,74.69,228.80,6144.00,3.72
2026-02-22T14:38:34.899Z,api-bank-app-2,89.52,78.75,1024.00,7.69
2026-02-22T14:38:34.899Z,api-bank-app-1,93.72,79.07,1024.00,7.72
2026-02-22T14:38:34.899Z,bank-api-pgbouncer,23.62,2.16,512.00,0.42
2026-02-22T14:38:34.899Z,bank-api-db,86.15,228.60,6144.00,3.72
2026-02-22T14:38:35.968Z,api-bank-app-2,78.12,79.00,1024.00,7.72
2026-02-22T14:38:35.968Z,api-bank-app-1,98.58,78.82,1024.00,7.7
2026-02-22T14:38:35.968Z,bank-api-pgbouncer,22.74,1.92,512.00,0.37
2026-02-22T14:38:35.968Z,bank-api-db,79.36,229.30,6144.00,3.73
2026-02-22T14:38:36.979Z,api-bank-app-2,78.12,79.00,1024.00,7.72
2026-02-22T14:38:36.979Z,api-bank-app-1,90.97,79.25,1024.00,7.74
2026-02-22T14:38:36.979Z,bank-api-pgbouncer,19.91,1.92,512.00,0.38
2026-02-22T14:38:36.979Z,bank-api-db,79.36,229.30,6144.00,3.73
2026-02-22T14:38:37.970Z,api-bank-app-2,85.18,79.04,1024.00,7.72
2026-02-22T14:38:37.970Z,api-bank-app-1,93.89,79.00,1024.00,7.72
2026-02-22T14:38:37.970Z,bank-api-pgbouncer,21.89,1.92,512.00,0.37
2026-02-22T14:38:37.970Z,bank-api-db,80.34,229.10,6144.00,3.73
2026-02-22T14:38:39.015Z,api-bank-app-2,90.65,78.89,1024.00,7.7
2026-02-22T14:38:39.015Z,api-bank-app-1,71.88,78.62,1024.00,7.68
2026-02-22T14:38:39.015Z,bank-api-pgbouncer,19.52,1.91,512.00,0.37
2026-02-22T14:38:39.015Z,bank-api-db,72.88,228.80,6144.00,3.72
2026-02-22T14:38:39.017Z,api-bank-app-2,90.65,78.89,1024.00,7.7
2026-02-22T14:38:39.017Z,api-bank-app-1,71.88,78.62,1024.00,7.68
2026-02-22T14:38:39.017Z,bank-api-pgbouncer,19.52,1.91,512.00,0.37
2026-02-22T14:38:39.017Z,bank-api-db,72.88,228.80,6144.00,3.72
2026-02-22T14:38:41.043Z,api-bank-app-2,0.02,78.54,1024.00,7.67
2026-02-22T14:38:41.043Z,api-bank-app-1,0.03,78.60,1024.00,7.68
2026-02-22T14:38:41.043Z,bank-api-pgbouncer,0.07,1.89,512.00,0.37
2026-02-22T14:38:41.043Z,bank-api-db,0.17,228.20,6144.00,3.71
2026-02-22T14:38:41.066Z,api-bank-app-2,0.02,78.54,1024.00,7.67
2026-02-22T14:38:41.066Z,api-bank-app-1,0.03,78.60,1024.00,7.68
2026-02-22T14:38:41.066Z,bank-api-pgbouncer,0.07,1.89,512.00,0.37
2026-02-22T14:38:41.066Z,bank-api-db,0.17,228.20,6144.00,3.71
2026-02-22T14:38:42.058Z,api-bank-app-2,0.01,78.53,1024.00,7.67
2026-02-22T14:38:42.058Z,api-bank-app-1,0,78.58,1024.00,7.67
2026-02-22T14:38:42.058Z,bank-api-pgbouncer,0.05,1.89,512.00,0.37
2026-02-22T14:38:42.058Z,bank-api-db,0.03,228.20,6144.00,3.71
2026-02-22T14:38:43.069Z,api-bank-app-2,0,78.52,1024.00,7.67
2026-02-22T14:38:43.069Z,api-bank-app-1,0.02,78.58,1024.00,7.67
2026-02-22T14:38:43.069Z,bank-api-pgbouncer,0.05,1.89,512.00,0.37
2026-02-22T14:38:43.069Z,bank-api-db,0.04,228.20,6144.00,3.71
2026-02-22T14:38:44.079Z,api-bank-app-2,0,78.52,1024.00,7.67
2026-02-22T14:38:44.079Z,api-bank-app-1,0,78.58,1024.00,7.67
2026-02-22T14:38:44.079Z,bank-api-pgbouncer,0.03,1.89,512.00,0.37
2026-02-22T14:38:44.079Z,bank-api-db,0.03,228.20,6144.00,3.71
2026-02-22T14:38:45.099Z,api-bank-app-2,0.02,78.52,1024.00,7.67
2026-02-22T14:38:45.099Z,api-bank-app-1,0.02,78.58,1024.00,7.67
2026-02-22T14:38:45.099Z,bank-api-pgbouncer,0.05,1.89,512.00,0.37
2026-02-22T14:38:45.099Z,bank-api-db,0.04,228.20,6144.00,3.71
2026-02-22T14:38:46.112Z,api-bank-app-2,0,78.52,1024.00,7.67
2026-02-22T14:38:46.112Z,api-bank-app-1,0,78.57,1024.00,7.67
2026-02-22T14:38:46.112Z,bank-api-pgbouncer,0.04,1.89,512.00,0.37
2026-02-22T14:38:46.112Z,bank-api-db,19.36,228.20,6144.00,3.71
2026-02-22T14:38:47.135Z,api-bank-app-2,0.09,78.52,1024.00,7.67
2026-02-22T14:38:47.135Z,api-bank-app-1,0,78.57,1024.00,7.67
2026-02-22T14:38:47.135Z,bank-api-pgbouncer,0.05,1.89,512.00,0.37
2026-02-22T14:38:47.135Z,bank-api-db,0.02,228.20,6144.00,3.71
